signal_nm,fixed_idler_display_nm,pump_from_energy_nm,pmf2_norm,pump_amp_norm,f2_norm
1271.3499999999988,1569.2018340265377,702.3299936976258,1.859931715359367e-05,8.737446184600373e-10,1.419972124133124e-23
1271.3599999999988,1569.2018340265377,702.3330454595341,1.8381704321169596e-05,8.833547853241527e-10,1.4343987530737356e-23
1271.3699999999988,1569.2018340265377,702.3360971999555,1.8167408704156338e-05,8.930680217095385e-10,1.4490249215533306e-23
1271.3799999999987,1569.2018340265377,702.33914891889,1.7956452191051946e-05,9.028854034617542e-10,1.4638601507628344e-23
1271.3899999999987,1569.2018340265377,702.3422006163382,1.7748856591895953e-05,9.128080173320125e-10,1.478914486833293e-23
1271.3999999999987,1569.2018340265377,702.3452522923001,1.7544643636546767e-05,9.228369610816287e-10,1.4941985238817418e-23
1271.4099999999987,1569.2018340265377,702.3483039467758,1.7343834976232005e-05,9.329733435922718e-10,1.5097234282021165e-23
1271.4199999999987,1569.2018340265377,702.3513555797659,1.714645217821974e-05,9.43218284975468e-10,1.5255009627477728e-23
1271.4299999999987,1569.2018340265377,702.3544071912703,1.6952516729192715e-05,9.535729166788734e-10,1.541543513250623e-23
1271.4399999999987,1569.2018340265377,702.3574587812893,1.6762050031881747e-05,9.64038381602406e-10,1.557864114731575e-23
1271.4499999999987,1569.2018340265377,702.3605103498231,1.6575073404490704e-05,9.746158342069427e-10,1.5744764791891083e-23
1271.4599999999987,1569.2018340265377,702.3635618968722,1.6391608081735643e-05,9.85306440629988e-10,1.591395024468059e-23
1271.4699999999987,1569.2018340265377,702.3666134224366,1.6211675212656415e-05,9.961113787975676e-10,1.6086349038499252e-23
1271.4799999999987,1569.2018340265377,702.3696649265162,1.6035295858217402e-05,1.0070318385400545e-09,1.626212036680926e-23
1271.4899999999986,1569.2018340265377,702.3727164091118,1.586249099293541e-05,1.018069021712705e-09,1.6441431405089353e-23
1271.4999999999986,1569.2018340265377,702.3757678702235,1.5693281505490488e-05,1.0292241423071818e-09,1.6624457642483588e-23
1271.5099999999986,1569.2018340265377,702.3788193098513,1.5527688192485328e-05,1.0404984265735105e-09,1.681138321825927e-23
1271.5199999999986,1569.2018340265377,702.3818707279955,1.5365731761158198e-05,1.0518931131399031e-09,1.7002401279398906e-23
1271.5299999999986,1569.2018340265377,702.3849221246563,1.520743282951959e-05,1.0634094531333142e-09,1.7197714348229318e-23
1271.5399999999986,1569.2018340265377,702.3879734998343,1.505281192625773e-05,1.0750487103028639e-09,1.739753470284829e-23
1271.5499999999986,1569.2018340265377,702.3910248535294,1.4901889483466933e-05,1.0868121611396357e-09,1.7602084762306952e-23
1271.5599999999986,1569.2018340265377,702.3940761857416,1.4754685842485316e-05,1.0987010950027249e-09,1.781159750047466e-23
1271.5699999999986,1569.2018340265377,702.3971274964715,1.4611221251713915e-05,1.1107168142484432e-09,1.8026316865207706e-23
1271.5799999999986,1569.2018340265377,702.4001787857192,1.447151586480937e-05,1.122860634351314e-09,1.8246498212029156e-23
1271.5899999999986,1569.2018340265377,702.4032300534851,1.4335589739097516e-05,1.1351338840369318e-09,1.8472408753281354e-23
1271.5999999999985,1569.2018340265377,702.406281299769,1.4203462835898787e-05,1.1475379054052521e-09,1.8704328024777798e-23
1271.6099999999985,1569.2018340265377,702.4093325245715,1.4075155020994744e-05,1.160074054068252e-09,1.8942548369203606e-23
1271.6199999999985,1569.2018340265377,702.4123837278928,1.3950686062165402e-05,1.172743699276992e-09,1.918737543176402e-23
1271.6299999999985,1569.2018340265377,702.4154349097331,1.383007562764464e-05,1.1855482240544231e-09,1.9439128673922253e-23
1271.6399999999985,1569.2018340265377,702.4184860700923,1.3713343287094083e-05,1.1984890253294147e-09,1.9698141908073325e-23
1271.6499999999985,1569.2018340265377,702.421537208971,1.36005085109819e-05,1.2115675140764644e-09,1.9964763848341013e-23
1271.6599999999985,1569.2018340265377,702.4245883263694,1.3491590668214782e-05,1.2247851154465652e-09,2.0239358677006675e-23
1271.6699999999985,1569.2018340265377,702.4276394222877,1.3386609026447607e-05,1.238143268907953e-09,2.052230663413169e-23
1271.6799999999985,1569.2018340265377,702.430690496726,1.3285582750696005e-05,1.251643428384344e-09,2.0814004624299455e-23
1271.6899999999985,1569.2018340265377,702.4337415496844,1.3188530903764012e-05,1.265287062395927e-09,2.1114866846477554e-23
1271.6999999999985,1569.2018340265377,702.4367925811637,1.3095472443593045e-05,1.2790756542037386e-09,2.1425325440064363e-23
